"fresh_id","pdf_page","part","chapter_num","chapter_title","section","exact_pdf_source_text","normalized_atomic_clause","strength_classification","category_bucket","applies_to","related_sections","verification_type","extraction_note"
"C23-23.6-004","38","Part VI — Lookup & Search","23","Lookup Standard","23.6","Large catalogs — server-side search; loading entire catalogs prohibited","Large catalogs — server-side search; loading entire catalogs prohibited","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Lookup Standard / Shared UX","","Code / Runtime / UI",""
"C23-23.7-001","38","Part VI — Lookup & Search","23","Lookup Standard","23.7","Recent items, favorites.","Recent items, favorites.","Out of Scope","Out-of-Scope Clauses","Lookup Standard / Shared UX","","N/A",""
"C24-24.1-001","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.1","Desktop only for v2.0 operational data entry. Mobile/tablet entry out of scope unless future amendment.","Desktop only for v2.0 operational data entry. Mobile/tablet entry out of scope unless future amendment.","Descriptive","Descriptive Governance Statements","Workspace & Responsive / Shared UX","","Documentation",""
"C24-24.2-001","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.2","Minimum 1366×768; reference design 1920×1080 @ 100%; supported 1440, 1600, 1920.","Minimum 1366×768; reference design 1920×1080 @ 100%; supported 1440, 1600, 1920.","Descriptive","Descriptive Governance Statements","Workspace & Responsive / Shared UX","","Documentation",""
"C24-24.3-001","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.3","80%–125%: required for release acceptance. 150%: best effort — not release gate.","80%–125%: required for release acceptance. 150%: best effort — not release gate.","Descriptive","Descriptive Governance Statements","Workspace & Responsive / Shared UX","","Documentation",""
"C24-24.4-001","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.4","No horizontal page scroll except inside grids","No horizontal page scroll except inside grids","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Workspace & Responsive / Shared UX","","Code / Runtime / UI",""
"C24-24.4-002","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.4","no clipped titles/overlapping buttons","no clipped titles/overlapping buttons","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Workspace & Responsive / Shared UX","","Code / Runtime / UI",""
"C24-24.4-003","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.4","create screens primary actions visible @ 1366/100%","create screens primary actions visible @ 1366/100%","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Workspace & Responsive / Shared UX","","Code / Runtime / UI",""
"C24-24.4-004","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.4","dialogs fit viewport with internal scroll","dialogs fit viewport with internal scroll","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Workspace & Responsive / Shared UX","","Code / Runtime / UI",""
"C24-24.4-005","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.4","tables scroll internally.","tables scroll internally.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Workspace & Responsive / Shared UX","","Code / Runtime / UI",""
"C24-24.5-001","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.5","Supported browsers per platform browser support matrix (Architecture Guide). High DPI (2K/4K) supported. Multi-monitor consistency.","Supported browsers per platform browser support matrix (Architecture Guide). High DPI (2K/4K) supported. Multi-monitor consistency.","Descriptive","Descriptive Governance Statements","Workspace & Responsive / Shared UX","","Documentation",""
"C24-24.6-001","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.6","1366×768 @ 80/90/100/110/125%; 1440/1600/1920 @ 100% — Definition of Done (","1366×768 @ 80/90/100/110/125%; 1440/1600/1920 @ 100% — Definition of Done (","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Workspace & Responsive / Shared UX","","Code / Runtime / UI",""
"C24-24.7-001","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.7","Geometry tokens — UX Constitution; this chapter — acceptance criteria.","Geometry tokens — UX Constitution; this chapter — acceptance criteria.","Descriptive","Descriptive Governance Statements","Workspace & Responsive / Shared UX","","Documentation",""
"C25-25.1-001","40","Part VII — Presentation Standards","25","Document Layout","25.1","One document page pattern for create/edit; one for detail/workflow.","One document page pattern for create/edit; one for detail/workflow.","Descriptive","Descriptive Governance Statements","Document Layout / Shared UX","","Documentation",""
"C25-25.2-001","40","Part VII — Presentation Standards","25","Document Layout","25.2","Create/Edit: masthead, alert band, body (header + lines), fixed action area. Detail/Workflow: masthead, status, alert band, action bar, content, timeline. Modules must not invent unrelated layouts. All modules must declare and follow one archetype.","Create/Edit: masthead, alert band, body (header + lines), fixed action area. Detail/Workflow: masthead, status, alert band, action bar, content, timeline. Modules must not invent unrelated layouts. All modules must declare and follow one archetype.","Explicit Must Not","Enforceable Normative Requirements","Document Layout / Shared UX","","Code / Runtime / UI",""
"C25-25.3-001","40","Part VII — Presentation Standards","25","Document Layout","25.3","Primary scroll owner defined per archetype — must be consistent (details: UX Constitution + Architecture Guide).","Primary scroll owner defined per archetype — must be consistent (details: UX Constitution + Architecture Guide).","Explicit Must","Enforceable Normative Requirements","Document Layout / Shared UX","","Code / Runtime / UI",""
"C25-25.4-001","40","Part VII — Presentation Standards","25","Document Layout","25.4","Header, action bar, and primary actions should remain accessible per archetype without losing context.","Header, action bar, and primary actions should remain accessible per archetype without losing context.","Explicit Should","Strong Recommendations","Document Layout / Shared UX","","UI / Runtime",""
"C25-25.5-001","40","Part VII — Presentation Standards","25","Document Layout","25.5","Unified empty states; spacing/density per UX Constitution.","Unified empty states; spacing/density per UX Constitution.","Descriptive","Descriptive Governance Statements","Document Layout / Shared UX","","Documentation",""
"C25-25.6-001","40","Part VII — Presentation Standards","25","Document Layout","25.6","Collapsible sections behave consistently across modules.","Collapsible sections behave consistently across modules.","Descriptive","Descriptive Governance Statements","Document Layout / Shared UX","","Documentation",""
"C25-25.7-001","40","Part VII — Presentation Standards","25","Document Layout","25.7","Goods receipt create (after conformance) — create/edit reference; goods receipt detail — workflow reference.","Goods receipt create (after conformance) — create/edit reference; goods receipt detail — workflow reference.","Descriptive","Descriptive Governance Statements","Document Layout / Shared UX","","Documentation",""
"C25-25.8-001","40","Part VII — Presentation Standards","25","Document Layout","25.8","Exact pixel tokens — UX Constitution.","Exact pixel tokens — UX Constitution.","Out of Scope","Out-of-Scope Clauses","Document Layout / Shared UX","","N/A",""
"C26-26.1-001","41","Part VII — Presentation Standards","26","Printing & Export","26.1","Print and PDF export must match. Status watermarks (draft, posted, void, etc.). Header/footer with organization identity; page numbers and print metadata.","Print and PDF export must match. Status watermarks (draft, posted, void, etc.). Header/footer with organization identity; page numbers and print metadata.","Explicit Must","Enforceable Normative Requirements","Printing & Export / Reports","","Code / Runtime / UI",""
"C26-26.2-001","41","Part VII — Presentation Standards","26","Printing & Export","26.2","Platform electronic record is authoritative; printed/exported copies are representations.","Platform electronic record is authoritative; printed/exported copies are representations.","Descriptive","Descriptive Governance Statements","Printing & Export / Reports","","Documentation",""
"C26-26.3-001","41","Part VII — Presentation Standards","26","Printing & Export","26.3","Print and export subject to same permission model as view; export authorization explicit.","Print and export subject to same permission model as view; export authorization explicit.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Printing & Export / Reports","","Code / Runtime / UI",""
"C26-26.4-001","41","Part VII — Presentation Standards","26","Printing & Export","26.4","Sensitive data masked per authorization on export/print.","Sensitive data masked per authorization on export/print.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Printing & Export / Reports","","Code / Runtime / UI",""
"C26-26.5-001","41","Part VII — Presentation Standards","26","Printing & Export","26.5","May be allowed with unofficial marking.","May be allowed with unofficial marking.","Explicit May","Optional Capabilities","Printing & Export / Reports","","Runtime",""
"C26-26.6-001","41","Part VII — Presentation Standards","26","Printing & Export","26.6","Print of sensitive documents should be logged.","Print of sensitive documents should be logged.","Explicit Should","Strong Recommendations","Printing & Export / Reports","","UI / Runtime",""
"C26-26.7-001","41","Part VII — Presentation Standards","26","Printing & Export","26.7","Arabic and English should be supported per property or user preference.","Arabic and English should be supported per property or user preference.","Explicit Should","Strong Recommendations","Printing & Export / Reports","","UI / Runtime",""
"C27-27.1-001","42","Part VIII — Platform Principles","27","Performance","27.1","Large lists — paging or virtual presentation","Large lists — paging or virtual presentation","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Performance / Platform","","Code / Runtime / UI",""
"C27-27.1-002","42","Part VIII — Platform Principles","27","Performance","27.1","server-assisted search when warranted","server-assisted search when warranted","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Performance / Platform","","Code / Runtime / UI",""
"C27-27.1-003","42","Part VIII — Platform Principles","27","Performance","27.1","debounce and cancel in-flight requests","debounce and cancel in-flight requests","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Performance / Platform","","Code / Runtime / UI",""
"C27-27.1-004","42","Part VIII — Platform Principles","27","Performance","27.1","heavy export/print asynchronous with user feedback.","heavy export/print asynchronous with user feedback.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Performance / Platform","","Code / Runtime / UI",""
"C27-27.2-001","42","Part VIII — Platform Principles","27","Performance","27.2","Document entry responsive under normal hotel operations; exact metrics in QA acceptance criteria and Architecture Guide.","Document entry responsive under normal hotel operations; exact metrics in QA acceptance criteria and Architecture Guide.","Descriptive","Descriptive Governance Statements","Performance / Platform","","Documentation",""
"C28-28.1-001","43","Part VIII — Platform Principles","28","Accessibility","28.1","Interactive elements labeled; color not sole state indicator; contrast per agreed targets; accessibility in QA gates.","Interactive elements labeled; color not sole state indicator; contrast per agreed targets; accessibility in QA gates.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Accessibility / Shared UX","","Code / Runtime / UI",""
"C28-28.2-001","43","Part VIII — Platform Principles","28","Accessibility","28.2","Platform shall support screen reader compatibility for governed interactions.","Platform shall support screen reader compatibility for governed interactions.","Explicit Shall","Enforceable Normative Requirements","Accessibility / Shared UX","","Code / Runtime / UI",""
"C28-28.3-001","43","Part VIII — Platform Principles","28","Accessibility","28.3","Validation and error messages shall be accessible to assistive technology.","Validation and error messages shall be accessible to assistive technology.","Explicit Shall","Enforceable Normative Requirements","Accessibility / Shared UX","","Code / Runtime / UI",""
"C28-28.4-001","43","Part VIII — Platform Principles","28","Accessibility","28.4","Keyboard/focus —","Keyboard/focus —","Descriptive","Descriptive Governance Statements","Accessibility / Shared UX","","Documentation",""
"C28-28.5-001","43","Part VIII — Platform Principles","28","Accessibility","28.5","Full WCAG certification program — separate initiative.","Full WCAG certification program — separate initiative.","Out of Scope","Out-of-Scope Clauses","Accessibility / Shared UX","","N/A",""
"C29-29.1-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.1","New and revised capabilities must declare applicable chapters and demonstrate compliance before release.","New and revised capabilities must declare applicable chapters and demonstrate compliance before release.","Explicit Must","Enforceable Normative Requirements","Governance / QA","","Code / Runtime / UI",""
"C29-29.2-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.2","Fully Compliant | Partially Compliant (documented gaps + remediation plan) | Non-Compliant (not releasable without waiver).","Fully Compliant | Partially Compliant (documented gaps + remediation plan) | Non-Compliant (not releasable without waiver).","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Governance / QA","","Code / Runtime / UI",""
"C29-29.3-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.3","A screen/capability is compliant when all mandatory rules in applicable chapters are satisfied, including responsive test matrix where applicable.","A screen/capability is compliant when all mandatory rules in applicable chapters are satisfied, including responsive test matrix where applicable.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Governance / QA","","Code / Runtime / UI",""
"C29-29.4-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.4","Exceptions require documented approval, scope, expiry, and registration. Architecture Exception Governance — waiver process formal; exceptions must not weaken audit, posting, or period rules.","Exceptions require documented approval, scope, expiry, and registration. Architecture Exception Governance — waiver process formal; exceptions must not weaken audit, posting, or period rules.","Explicit Must Not","Enforceable Normative Requirements","Governance / QA","","Code / Runtime / UI",""
"C29-29.5-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.5","New operational modules must undergo constitutional review before production approval.","New operational modules must undergo constitutional review before production approval.","Explicit Must","Enforceable Normative Requirements","Governance / QA","","Code / Runtime / UI",""
"C29-29.6-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.6","QA validates against this Constitution and UX Constitution. Methods — Architecture Guide.","QA validates against this Constitution and UX Constitution. Methods — Architecture Guide.","Descriptive","Descriptive Governance Statements","Governance / QA","","Documentation",""
"C29-29.7-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.7","Non-compliance tracked; backlog does not override Constitution.","Non-compliance tracked; backlog does not override Constitution.","Normative Rule by Section/Table Context","Enforceable Normative Requirements","Governance / QA","","Code / Runtime / UI",""
"C29-29.8-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.8","This Constitution v2.0 Final is ratified upon approval by Product & Governance and Enterprise","This Constitution v2.0 Final is ratified upon approval by Product & Governance and Enterprise","Descriptive","Descriptive Governance Statements","Governance / QA","","Documentation",""
"C29-29.8-002","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.8","Architecture.","Architecture.","Descriptive","Descriptive Governance Statements","Governance / QA","","Documentation",""
"C29-29.8-003","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.8","Supersedes: DX OSE Document Constitution v1.0.","Supersedes: DX OSE Document Constitution v1.0.","Descriptive","Descriptive Governance Statements","Governance / QA","","Documentation",""
"C29-29.8-004","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.8","Subordinate: Architecture & Implementation Guides, BDR.","Subordinate: Architecture & Implementation Guides, BDR.","Descriptive","Descriptive Governance Statements","Governance / QA","","Documentation",""
"CA-A-001","45","Appendix A","A","Business Decision Records (BDR) Index","A","BDR-001 | Reject terminates document; Return → edit → Submit; no Re-submit | Active","BDR index entry BDR-001: Reject terminates document; Return → edit → Submit; no Re-submit (Active)","Reference Index Entry","Reference Index Entry","Governance / BDR Index","Appendix B","BDR index review","Appendix A index row; not a constitutional clause"
"CA-A-002","45","Appendix A","A","Business Decision Records (BDR) Index","A","BDR-002 | Draft-first for operational documents | Active","BDR index entry BDR-002: Draft-first for operational documents (Active)","Reference Index Entry","Reference Index Entry","Governance / BDR Index","Appendix B","BDR index review","Appendix A index row; not a constitutional clause"
"CA-A-003","45","Appendix A","A","Business Decision Records (BDR) Index","A","BDR-003 | No automatic line merge; duplicate rules per document type | Active","BDR index entry BDR-003: No automatic line merge; duplicate rules per document type (Active)","Reference Index Entry","Reference Index Entry","Governance / BDR Index","Appendix B","BDR index review","Appendix A index row; not a constitutional clause"
"CA-A-004","45","Appendix A","A","Business Decision Records (BDR) Index","A","BDR-004 | Final Workflow Approval triggers Posting by default | Active","BDR index entry BDR-004: Final Workflow Approval triggers Posting by default (Active)","Reference Index Entry","Reference Index Entry","Governance / BDR Index","Appendix B","BDR index review","Appendix A index row; not a constitutional clause"
"CA-A-005","45","Appendix A","A","Business Decision Records (BDR) Index","A","BDR-005 | Evidence Package is not a separate permission | Active","BDR index entry BDR-005: Evidence Package is not a separate permission (Active)","Reference Index Entry","Reference Index Entry","Governance / BDR Index","Appendix B","BDR index review","Appendix A index row; not a constitutional clause"
"CA-A-006","45","Appendix A","A","Business Decision Records (BDR) Index","A","BDR-006 | Period Close uses Resolution Workspace | Active","BDR index entry BDR-006: Period Close uses Resolution Workspace (Active)","Reference Index Entry","Reference Index Entry","Governance / BDR Index","Appendix B","BDR index review","Appendix A index row; not a constitutional clause"
"CA-A-007","45","Appendix A","A","Business Decision Records (BDR) Index","A","BDR-007 | Void vs Cancelled user-facing label | Under Review","BDR index entry BDR-007: Void vs Cancelled user-facing label (Under Review)","Reference Index Entry","Reference Index Entry","Governance / BDR Index","Appendix B","BDR index review","Appendix A index row; not a constitutional clause"
"CA-A-008","45","Appendix A","A","Business Decision Records (BDR) Index","A","BDR-008 | Approved state optional — distinct stage before Posting only | Active","BDR index entry BDR-008: Approved state optional — distinct stage before Posting only (Active)","Reference Index Entry","Reference Index Entry","Governance / BDR Index","Appendix B","BDR index review","Appendix A index row; not a constitutional clause"
"CA-A-009","45","Appendix A","A","Business Decision Records (BDR) Index","A","BDR-009 | Item Business Rules (v1 ITM-1): duplicate messaging, supplier/warehouse change, | Active","BDR index entry BDR-009: Item Business Rules (v1 ITM-1): duplicate messaging, supplier/warehouse change, (Active)","Reference Index Entry","Reference Index Entry","Governance / BDR Index","Appendix B","BDR index review","Appendix A index row; not a constitutional clause"
"CB-B-001","46","Appendix B","B","Open Governance Notes","B","The following items remain Under Review and are explicitly excluded from normative SHALL/MUST requirements until ratified:","Under Review items excluded from SHALL/MUST until ratified","Governance Definition","Descriptive Governance Statements","Governance process","2.2","Governance register review",""
"CB-B-002","46","Appendix B","B","Open Governance Notes","B","BDR-007 — Void vs Cancelled user-facing label — Under Review","BDR-007 excluded from normative requirements pending ratification","Explicitly Excluded Pending Ratification","Explicitly Excluded Pending Ratification","User-facing lifecycle labeling","2.2; CA-A-007","Exclusion register verification","Appendix B explicit exclusion for BDR-007"
