"fresh_id","previous_category","approved_category","reason","applicable_layer","reviewer","review_timestamp","decision_source"
"C25-25.5-001","UX / Presentation Requirement","UX / Presentation Requirement","§25 document layout UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C25-25.5-002","UX / Presentation Requirement","UX / Presentation Requirement","§25 document layout UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C25-25.6-001","UX / Presentation Requirement","UX / Presentation Requirement","§25 document layout UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C25-25.7-001","UX / Presentation Requirement","UX / Presentation Requirement","§25 document layout UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C25-25.8-001","Out of Scope","Out of Scope","Governance approved: Out of Scope.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C26-26.2-001","Product Enforceable Requirement","Product Enforceable Requirement","§26 print/export authorization rule.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C26-26.2-002","Product Enforceable Requirement","Product Enforceable Requirement","§26 print/export authorization rule.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C26-26.3-001","Product Enforceable Requirement","Product Enforceable Requirement","§26 print/export authorization rule.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C26-26.3-002","Product Enforceable Requirement","Product Enforceable Requirement","§26 print/export authorization rule.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C26-26.4-001","Product Enforceable Requirement","Product Enforceable Requirement","§26 sensitive print/export rule.","Multiple","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C26-26.5-001","Product Enforceable Requirement","Optional Capability","May be allowed with unofficial marking.","Runtime Behavior","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C26-26.6-001","Product Enforceable Requirement","Strong Recommendation","Should log sensitive document print.","Runtime Behavior","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C26-26.7-001","Product Enforceable Requirement","Strong Recommendation","Should support Arabic and English.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C27-27.1-001","Product Enforceable Requirement","Product Enforceable Requirement","§27 performance principle.","Runtime Behavior","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C27-27.1-002","Product Enforceable Requirement","Product Enforceable Requirement","§27 performance principle.","Runtime Behavior","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C27-27.1-003","Product Enforceable Requirement","Product Enforceable Requirement","§27 performance principle.","Runtime Behavior","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C27-27.1-004","Product Enforceable Requirement","Product Enforceable Requirement","§27 performance principle.","Runtime Behavior","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C27-27.2-001","Product Enforceable Requirement","Product Enforceable Requirement","§27 performance principle.","Runtime Behavior","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C27-27.2-002","Product Enforceable Requirement","QA / Release Requirement","Performance metrics in QA acceptance criteria.","QA / Release Gate","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C28-28.1-001","UX / Presentation Requirement","UX / Presentation Requirement","§28 accessibility UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C28-28.1-002","UX / Presentation Requirement","UX / Presentation Requirement","§28 accessibility UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C28-28.1-003","UX / Presentation Requirement","UX / Presentation Requirement","§28 accessibility UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C28-28.1-004","UX / Presentation Requirement","QA / Release Requirement","§28 accessibility QA gate.","QA / Release Gate","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C28-28.2-001","UX / Presentation Requirement","QA / Release Requirement","§28 accessibility QA gate.","QA / Release Gate","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C28-28.3-001","UX / Presentation Requirement","UX / Presentation Requirement","§28 accessibility UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C28-28.4-001","UX / Presentation Requirement","UX / Presentation Requirement","§28 accessibility UX rule.","UI / UX","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C28-28.5-001","Out of Scope","Out of Scope","Governance approved: Out of Scope.","N/A","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C29-29.1-001","Governance Process Requirement","Governance Process Requirement","§29 compliance process.","Governance Process","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C29-29.2-001","Governance Process Requirement","Governance Definition","Fully Compliant compliance level label.","Governance Process","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C29-29.2-002","Governance Process Requirement","QA / Release Requirement","Partially Compliant release level.","QA / Release Gate","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C29-29.2-003","Governance Process Requirement","QA / Release Requirement","Non-Compliant — not releasable without waiver.","QA / Release Gate","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C29-29.3-001","Governance Process Requirement","Governance Process Requirement","§29 compliance process.","Governance Process","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C29-29.5-001","Governance Process Requirement","Governance Process Requirement","§29 compliance process.","Governance Process","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C29-29.6-001","Governance Process Requirement","Governance Process Requirement","§29 compliance process.","Governance Process","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C29-29.6-002","Governance Process Requirement","Governance Process Requirement","§29 compliance process.","Governance Process","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C29-29.7-001","Governance Process Requirement","Governance Process Requirement","§29 compliance process.","Governance Process","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C29-29.7-002","Governance Process Requirement","Governance Process Requirement","§29 compliance process.","Governance Process","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C29-29.8-001","Governance Process Requirement","Governance Process Requirement","§29 compliance process.","Governance Process","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C29-29.8-002","Governance Process Requirement","Governance Process Requirement","§29 compliance process.","Governance Process","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"C29-29.8-003","Governance Process Requirement","Governance Process Requirement","§29 compliance process.","Governance Process","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"CA-A-001","Reference Index","Reference Index","Governance approved: Reference Index.","Governance Documentation","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"CA-A-002","Reference Index","Reference Index","Governance approved: Reference Index.","Governance Documentation","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"CA-A-003","Reference Index","Reference Index","Governance approved: Reference Index.","Governance Documentation","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"CA-A-004","Reference Index","Reference Index","Governance approved: Reference Index.","Governance Documentation","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"CA-A-005","Reference Index","Reference Index","Governance approved: Reference Index.","Governance Documentation","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"CA-A-006","Reference Index","Reference Index","Governance approved: Reference Index.","Governance Documentation","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"CA-A-007","Reference Index","Reference Index","Governance approved: Reference Index.","Governance Documentation","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"CA-A-008","Reference Index","Reference Index","Governance approved: Reference Index.","Governance Documentation","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"CA-A-009","Reference Index","Reference Index","Governance approved: Reference Index.","Governance Documentation","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
"CB-B-002","Excluded Pending Ratification","Excluded Pending Ratification","Governance approved: Excluded Pending Ratification.","Governance Documentation","DX OSE Governance Review (Gate A FINAL)","2026-06-27T15:50:18Z","Gate A FINAL adjudication"
